#   z            H/c (1/Mpc)           D_A(Mpc)        D_L(Mpc)  d_comoving(Mpc)     Omega_m(z)      c*Age(Mpc) 
   0.1306510E+01   0.4854877E-03   0.1766237E+04   0.9396359E+04   0.4073843E+04   0.5655944E-02   0.1444772E+04
   0.1369235E+01   0.5026020E-03   0.1773072E+04   0.9952737E+04   0.4200824E+04   0.4869169E-02   0.1390450E+04
   0.1396484E+01   0.5101375E-03   0.1775367E+04   0.1019617E+05   0.4254637E+04   0.4566987E-02   0.1367865E+04
   0.1320375E+01   0.4892425E-03   0.1767943E+04   0.9518851E+04   0.4102291E+04   0.5470222E-02   0.1432475E+04
   0.1331390E+01   0.4922371E-03   0.1769218E+04   0.9616370E+04   0.4124737E+04   0.5327632E-02   0.1422824E+04
   0.1314720E+01   0.4877091E-03   0.1767261E+04   0.9468857E+04   0.4090714E+04   0.5545117E-02   0.1437470E+04
   0.1395740E+01   0.5099310E-03   0.1775309E+04   0.1018951E+05   0.4253179E+04   0.4574946E-02   0.1368474E+04
   0.1307385E+01   0.4857242E-03   0.1766348E+04   0.9404081E+04   0.4075644E+04   0.5644013E-02   0.1443991E+04
   0.1323906E+01   0.4902014E-03   0.1768360E+04   0.9550094E+04   0.4109501E+04   0.5424042E-02   0.1429370E+04
   0.1341864E+01   0.4950940E-03   0.1770365E+04   0.9709264E+04   0.4145955E+04   0.5195975E-02   0.1413744E+04
   0.1318257E+01   0.4886680E-03   0.1767690E+04   0.9500126E+04   0.4097960E+04   0.5498130E-02   0.1434342E+04
   0.1384001E+01   0.5066780E-03   0.1774364E+04   0.1008452E+05   0.4230084E+04   0.4702669E-02   0.1378138E+04
   0.1330954E+01   0.4921184E-03   0.1769169E+04   0.9612507E+04   0.4123851E+04   0.5333194E-02   0.1423204E+04
   0.1317545E+01   0.4884750E-03   0.1767604E+04   0.9493832E+04   0.4096503E+04   0.5507548E-02   0.1434971E+04
   0.1355717E+01   0.4988861E-03   0.1771787E+04   0.9832353E+04   0.4173827E+04   0.5027542E-02   0.1401877E+04
   0.1348292E+01   0.4968516E-03   0.1771038E+04   0.9766343E+04   0.4158914E+04   0.5117033E-02   0.1408218E+04
   0.1313655E+01   0.4874206E-03   0.1767130E+04   0.9459445E+04   0.4088529E+04   0.5559355E-02   0.1438414E+04
   0.1354076E+01   0.4984362E-03   0.1771624E+04   0.9817761E+04   0.4170537E+04   0.5047161E-02   0.1403274E+04
   0.1320258E+01   0.4892109E-03   0.1767929E+04   0.9517821E+04   0.4102053E+04   0.5471753E-02   0.1432578E+04
   0.1332374E+01   0.4925051E-03   0.1769328E+04   0.9625090E+04   0.4126736E+04   0.5315103E-02   0.1421967E+04
   0.1310042E+01   0.4864426E-03   0.1766682E+04   0.9427533E+04   0.4081110E+04   0.5607962E-02   0.1441624E+04
   0.1349861E+01   0.4972813E-03   0.1771199E+04   0.9780289E+04   0.4162071E+04   0.5097966E-02   0.1406873E+04
   0.1381812E+01   0.5060727E-03   0.1774179E+04   0.1006497E+05   0.4225762E+04   0.4726932E-02   0.1379951E+04
   0.1338483E+01   0.4941707E-03   0.1770002E+04   0.9679257E+04   0.4139118E+04   0.5238068E-02   0.1416665E+04
   0.1320968E+01   0.4894037E-03   0.1768014E+04   0.9524103E+04   0.4103504E+04   0.5462426E-02   0.1431952E+04
   0.1307279E+01   0.4856956E-03   0.1766334E+04   0.9403149E+04   0.4075427E+04   0.5645451E-02   0.1444085E+04
   0.1311315E+01   0.4867872E-03   0.1766841E+04   0.9438780E+04   0.4083727E+04   0.5590773E-02   0.1440491E+04
   0.1366698E+01   0.5019036E-03   0.1772838E+04   0.9930128E+04   0.4195773E+04   0.4898447E-02   0.1392583E+04
   0.1345627E+01   0.4961226E-03   0.1770762E+04   0.9742676E+04   0.4153548E+04   0.5149588E-02   0.1410504E+04
   0.1358150E+01   0.4995540E-03   0.1772025E+04   0.9854005E+04   0.4178702E+04   0.4998602E-02   0.1399809E+04
   0.1312883E+01   0.4872117E-03   0.1767035E+04   0.9452630E+04   0.4086947E+04   0.5569692E-02   0.1439098E+04
   0.1397118E+01   0.5103136E-03   0.1775416E+04   0.1020185E+05   0.4255880E+04   0.4560213E-02   0.1367347E+04
   0.1300063E+01   0.4837473E-03   0.1765403E+04   0.9339499E+04   0.4060540E+04   0.5744751E-02   0.1450547E+04
   0.1319751E+01   0.4890732E-03   0.1767869E+04   0.9513334E+04   0.4101015E+04   0.5478426E-02   0.1433025E+04
   0.1334802E+01   0.4931666E-03   0.1769599E+04   0.9646610E+04   0.4131661E+04   0.5284335E-02   0.1419856E+04
   0.1391453E+01   0.5087417E-03   0.1774972E+04   0.1015115E+05   0.4244762E+04   0.4621123E-02   0.1371990E+04
   0.1341392E+01   0.4949651E-03   0.1770315E+04   0.9705074E+04   0.4145001E+04   0.5201828E-02   0.1414151E+04
   0.1323490E+01   0.4900883E-03   0.1768311E+04   0.9546410E+04   0.4108652E+04   0.5429462E-02   0.1429735E+04
   0.1376978E+01   0.5047372E-03   0.1773764E+04   0.1002181E+05   0.4216197E+04   0.4781033E-02   0.1383972E+04
   0.1346655E+01   0.4964038E-03   0.1770869E+04   0.9751806E+04   0.4155619E+04   0.5136999E-02   0.1409621E+04
   0.1389445E+01   0.5081853E-03   0.1774811E+04   0.1013319E+05   0.4240814E+04   0.4642931E-02   0.1373642E+04
   0.1393125E+01   0.5092055E-03   0.1775105E+04   0.1016611E+05   0.4248048E+04   0.4603045E-02   0.1370617E+04
   0.1367801E+01   0.5022072E-03   0.1772940E+04   0.9939955E+04   0.4197969E+04   0.4885696E-02   0.1391655E+04
   0.1334227E+01   0.4930099E-03   0.1769535E+04   0.9641513E+04   0.4130496E+04   0.5291602E-02   0.1420356E+04
   0.1378656E+01   0.5052006E-03   0.1773909E+04   0.1003679E+05   0.4219520E+04   0.4762171E-02   0.1382574E+04
   0.1315537E+01   0.4879304E-03   0.1767361E+04   0.9476075E+04   0.4092388E+04   0.5534227E-02   0.1436747E+04
   0.1327268E+01   0.4911154E-03   0.1768749E+04   0.9579861E+04   0.4116354E+04   0.5380482E-02   0.1426423E+04
   0.1349720E+01   0.4972427E-03   0.1771184E+04   0.9779039E+04   0.4161788E+04   0.5099671E-02   0.1406994E+04
   0.1312753E+01   0.4871765E-03   0.1767019E+04   0.9451482E+04   0.4086680E+04   0.5571435E-02   0.1439214E+04
   0.1309884E+01   0.4863999E-03   0.1766663E+04   0.9426142E+04   0.4080786E+04   0.5610093E-02   0.1441764E+04
   0.1376956E+01   0.5047312E-03   0.1773762E+04   0.1002161E+05   0.4216154E+04   0.4781276E-02   0.1383990E+04
   0.1317384E+01   0.4884312E-03   0.1767585E+04   0.9492407E+04   0.4096173E+04   0.5509684E-02   0.1435113E+04
   0.1354662E+01   0.4985968E-03   0.1771682E+04   0.9822971E+04   0.4171712E+04   0.5040145E-02   0.1402775E+04
   0.1333750E+01   0.4928799E-03   0.1769482E+04   0.9637284E+04   0.4129528E+04   0.5297641E-02   0.1420770E+04
   0.1338189E+01   0.4940904E-03   0.1769970E+04   0.9676646E+04   0.4138523E+04   0.5241749E-02   0.1416920E+04
   0.1341244E+01   0.4949245E-03   0.1770299E+04   0.9703756E+04   0.4144701E+04   0.5203670E-02   0.1414279E+04
   0.1396696E+01   0.5101966E-03   0.1775383E+04   0.1019807E+05   0.4255055E+04   0.4564712E-02   0.1367691E+04
   0.1323173E+01   0.4900024E-03   0.1768274E+04   0.9543612E+04   0.4108007E+04   0.5433584E-02   0.1430013E+04
   0.1301553E+01   0.4841492E-03   0.1765598E+04   0.9352636E+04   0.4063619E+04   0.5724083E-02   0.1449209E+04
   0.1372771E+01   0.5035767E-03   0.1773392E+04   0.9984274E+04   0.4207853E+04   0.4828683E-02   0.1387485E+04
   0.1347594E+01   0.4966605E-03   0.1770966E+04   0.9760141E+04   0.4157509E+04   0.5125539E-02   0.1408816E+04
   0.1351495E+01   0.4977288E-03   0.1771365E+04   0.9794813E+04   0.4165356E+04   0.5078201E-02   0.1405476E+04
   0.1331704E+01   0.4923227E-03   0.1769253E+04   0.9619154E+04   0.4125375E+04   0.5323628E-02   0.1422550E+04
   0.1326743E+01   0.4909725E-03   0.1768689E+04   0.9575208E+04   0.4115284E+04   0.5387263E-02   0.1426883E+04
   0.1382603E+01   0.5062913E-03   0.1774246E+04   0.1007203E+05   0.4227324E+04   0.4718150E-02   0.1379296E+04
   0.1390403E+01   0.5084507E-03   0.1774888E+04   0.1014176E+05   0.4242698E+04   0.4632512E-02   0.1372854E+04
   0.1387526E+01   0.5076537E-03   0.1774655E+04   0.1011603E+05   0.4237035E+04   0.4663889E-02   0.1375224E+04
   0.1328881E+01   0.4915541E-03   0.1768934E+04   0.9594141E+04   0.4119636E+04   0.5359735E-02   0.1425013E+04
   0.1372617E+01   0.5035340E-03   0.1773378E+04   0.9982893E+04   0.4207546E+04   0.4830448E-02   0.1387614E+04
   0.1376694E+01   0.5046589E-03   0.1773739E+04   0.1001928E+05   0.4215635E+04   0.4784226E-02   0.1384208E+04
   0.1370481E+01   0.5029453E-03   0.1773185E+04   0.9963847E+04   0.4203302E+04   0.4854860E-02   0.1389404E+04
   0.1390130E+01   0.5083752E-03   0.1774866E+04   0.1013932E+05   0.4242162E+04   0.4635474E-02   0.1373078E+04
   0.1313570E+01   0.4873976E-03   0.1767120E+04   0.9458695E+04   0.4088355E+04   0.5560491E-02   0.1438489E+04
   0.1356287E+01   0.4990426E-03   0.1771843E+04   0.9837426E+04   0.4174970E+04   0.5020743E-02   0.1401392E+04
   0.1308768E+01   0.4860981E-03   0.1766522E+04   0.9416288E+04   0.4078490E+04   0.5625213E-02   0.1442758E+04
   0.1330063E+01   0.4918758E-03   0.1769068E+04   0.9604614E+04   0.4122040E+04   0.5344581E-02   0.1423981E+04
   0.1306868E+01   0.4855845E-03   0.1766282E+04   0.9399521E+04   0.4074580E+04   0.5651055E-02   0.1444452E+04
   0.1371331E+01   0.5031796E-03   0.1773262E+04   0.9971426E+04   0.4204992E+04   0.4845128E-02   0.1388691E+04
   0.1314239E+01   0.4875788E-03   0.1767202E+04   0.9464605E+04   0.4089727E+04   0.5551543E-02   0.1437896E+04
   0.1300829E+01   0.4839537E-03   0.1765504E+04   0.9346246E+04   0.4062122E+04   0.5734124E-02   0.1449860E+04
   0.1370987E+01   0.5030849E-03   0.1773231E+04   0.9968364E+04   0.4204309E+04   0.4849057E-02   0.1388979E+04
   0.1329714E+01   0.4917809E-03   0.1769029E+04   0.9601525E+04   0.4121331E+04   0.5349045E-02   0.1424285E+04
   0.1488237E+01   0.5359479E-03   0.1780423E+04   0.1102318E+05   0.4430115E+04   0.3696640E-02   0.1295998E+04
   0.1465864E+01   0.5295931E-03   0.1779546E+04   0.1082051E+05   0.4388120E+04   0.3889873E-02   0.1312952E+04
   0.1485838E+01   0.5352646E-03   0.1780339E+04   0.1100142E+05   0.4425636E+04   0.3716824E-02   0.1297799E+04
   0.1450810E+01   0.5253390E-03   0.1778832E+04   0.1068450E+05   0.4359578E+04   0.4026425E-02   0.1324562E+04
   0.1473894E+01   0.5318693E-03   0.1779886E+04   0.1089317E+05   0.4403250E+04   0.3819219E-02   0.1306826E+04
   0.1484603E+01   0.5349128E-03   0.1780295E+04   0.1099021E+05   0.4423326E+04   0.3727269E-02   0.1298728E+04
   0.1409127E+01   0.5136543E-03   0.1776302E+04   0.1030946E+05   0.4279336E+04   0.4434113E-02   0.1357586E+04
   0.1458595E+01   0.5275366E-03   0.1779214E+04   0.1075479E+05   0.4374366E+04   0.3955138E-02   0.1318538E+04
   0.1408797E+01   0.5135624E-03   0.1776278E+04   0.1030651E+05   0.4278694E+04   0.4437522E-02   0.1357853E+04
   0.1411792E+01   0.5143972E-03   0.1776489E+04   0.1033337E+05   0.4284521E+04   0.4406673E-02   0.1355435E+04
   0.1441585E+01   0.5227414E-03   0.1778343E+04   0.1060131E+05   0.4341976E+04   0.4112805E-02   0.1331758E+04
   0.1421428E+01   0.5170882E-03   0.1777135E+04   0.1041990E+05   0.4303205E+04   0.4309072E-02   0.1347704E+04
   0.1451620E+01   0.5255676E-03   0.1778873E+04   0.1069181E+05   0.4361121E+04   0.4018935E-02   0.1323933E+04
   0.1485471E+01   0.5351601E-03   0.1780326E+04   0.1099809E+05   0.4424950E+04   0.3719922E-02   0.1298075E+04
   0.1448722E+01   0.5247505E-03   0.1778725E+04   0.1066566E+05   0.4355602E+04   0.4045794E-02   0.1326186E+04
   0.1452952E+01   0.5259432E-03   0.1778940E+04   0.1070383E+05   0.4363653E+04   0.4006665E-02   0.1322900E+04
   0.1462350E+01   0.5285985E-03   0.1779389E+04   0.1078873E+05   0.4381478E+04   0.3921266E-02   0.1315647E+04
   0.1412962E+01   0.5147237E-03   0.1776570E+04   0.1034388E+05   0.4286795E+04   0.4394685E-02   0.1354492E+04
   0.1484985E+01   0.5350217E-03   0.1780309E+04   0.1099368E+05   0.4424041E+04   0.3724033E-02   0.1298441E+04
   0.1469568E+01   0.5306424E-03   0.1779707E+04   0.1085402E+05   0.4395107E+04   0.3857098E-02   0.1310121E+04
   0.1410292E+01   0.5139790E-03   0.1776384E+04   0.1031992E+05   0.4281604E+04   0.4422093E-02   0.1356645E+04
   0.1426328E+01   0.5184594E-03   0.1777447E+04   0.1046395E+05   0.4312668E+04   0.4260394E-02   0.1343800E+04
   0.1491507E+01   0.5368798E-03   0.1780533E+04   0.1105285E+05   0.4436210E+04   0.3669334E-02   0.1293550E+04
   0.1462276E+01   0.5285775E-03   0.1779385E+04   0.1078806E+05   0.4381338E+04   0.3921933E-02   0.1315705E+04
   0.1414633E+01   0.5151898E-03   0.1776684E+04   0.1035887E+05   0.4290040E+04   0.4377636E-02   0.1353148E+04
   0.1470735E+01   0.5309733E-03   0.1779756E+04   0.1086458E+05   0.4397305E+04   0.3846837E-02   0.1309231E+04
   0.1424189E+01   0.5178607E-03   0.1777312E+04   0.1044472E+05   0.4308541E+04   0.4281560E-02   0.1345501E+04
   0.1435286E+01   0.5209712E-03   0.1777986E+04   0.1054456E+05   0.4329905E+04   0.4173019E-02   0.1336709E+04
   0.1459490E+01   0.5277896E-03   0.1779256E+04   0.1076288E+05   0.4376062E+04   0.3947036E-02   0.1317848E+04
   0.1480804E+01   0.5338322E-03   0.1780156E+04   0.1095577E+05   0.4416218E+04   0.3759590E-02   0.1301592E+04
   0.1460784E+01   0.5281555E-03   0.1779317E+04   0.1077458E+05   0.4378514E+04   0.3935353E-02   0.1316852E+04
   0.1498836E+01   0.5389718E-03   0.1780763E+04   0.1111941E+05   0.4449834E+04   0.3608963E-02   0.1288090E+04
   0.1421276E+01   0.5170456E-03   0.1777125E+04   0.1041853E+05   0.4302910E+04   0.4310596E-02   0.1347825E+04
   0.1469604E+01   0.5306526E-03   0.1779708E+04   0.1085434E+05   0.4395175E+04   0.3856781E-02   0.1310093E+04
   0.1474317E+01   0.5319895E-03   0.1779903E+04   0.1089701E+05   0.4404046E+04   0.3815534E-02   0.1306505E+04
   0.1415507E+01   0.5154338E-03   0.1776743E+04   0.1036672E+05   0.4291736E+04   0.4368748E-02   0.1352446E+04
   0.1458480E+01   0.5275043E-03   0.1779209E+04   0.1075376E+05   0.4374150E+04   0.3956174E-02   0.1318626E+04
   0.1450511E+01   0.5252548E-03   0.1778817E+04   0.1068180E+05   0.4359009E+04   0.4029190E-02   0.1324794E+04
   0.1486483E+01   0.5354482E-03   0.1780362E+04   0.1100726E+05   0.4426840E+04   0.3711387E-02   0.1297315E+04
   0.1433218E+01   0.5203909E-03   0.1777865E+04   0.1052594E+05   0.4325934E+04   0.4193002E-02   0.1338340E+04
   0.1403163E+01   0.5119939E-03   0.1775871E+04   0.1025600E+05   0.4267708E+04   0.4496226E-02   0.1362419E+04
   0.1486453E+01   0.5354395E-03   0.1780361E+04   0.1100699E+05   0.4426783E+04   0.3711643E-02   0.1297338E+04
   0.1482899E+01   0.5344281E-03   0.1780233E+04   0.1097476E+05   0.4420140E+04   0.3741725E-02   0.1300011E+04
   0.1476711E+01   0.5326690E-03   0.1779999E+04   0.1091868E+05   0.4408541E+04   0.3794784E-02   0.1304689E+04
   0.1440309E+01   0.5223826E-03   0.1778272E+04   0.1058981E+05   0.4339534E+04   0.4124920E-02   0.1332758E+04
   0.1433169E+01   0.5203770E-03   0.1777862E+04   0.1052550E+05   0.4325839E+04   0.4193482E-02   0.1338379E+04
   0.1428078E+01   0.5189497E-03   0.1777555E+04   0.1047969E+05   0.4316042E+04   0.4243158E-02   0.1342409E+04
   0.1491975E+01   0.5370131E-03   0.1780548E+04   0.1105709E+05   0.4437081E+04   0.3665447E-02   0.1293201E+04
   0.1493782E+01   0.5375288E-03   0.1780607E+04   0.1107350E+05   0.4440445E+04   0.3650470E-02   0.1291851E+04
   0.1461099E+01   0.5282447E-03   0.1779331E+04   0.1077743E+05   0.4379111E+04   0.3932511E-02   0.1316609E+04
   0.1422264E+01   0.5173220E-03   0.1777189E+04   0.1042741E+05   0.4304821E+04   0.4300721E-02   0.1347036E+04
   0.1421639E+01   0.5171472E-03   0.1777149E+04   0.1042179E+05   0.4303612E+04   0.4306965E-02   0.1347535E+04
   0.1414500E+01   0.5151529E-03   0.1776675E+04   0.1035768E+05   0.4289783E+04   0.4378986E-02   0.1353255E+04
   0.1413166E+01   0.5147806E-03   0.1776584E+04   0.1034571E+05   0.4287192E+04   0.4392599E-02   0.1354328E+04
   0.1494363E+01   0.5376945E-03   0.1780625E+04   0.1107878E+05   0.4441525E+04   0.3645672E-02   0.1291418E+04
   0.1495761E+01   0.5380934E-03   0.1780669E+04   0.1109147E+05   0.4444124E+04   0.3634156E-02   0.1290377E+04
   0.1449896E+01   0.5250816E-03   0.1778785E+04   0.1067625E+05   0.4357839E+04   0.4034884E-02   0.1325272E+04
   0.1496216E+01   0.5382234E-03   0.1780683E+04   0.1109560E+05   0.4444970E+04   0.3630413E-02   0.1290038E+04
   0.1412405E+01   0.5145682E-03   0.1776531E+04   0.1033888E+05   0.4285713E+04   0.4400388E-02   0.1354941E+04
   0.1498265E+01   0.5388088E-03   0.1780746E+04   0.1111422E+05   0.4448776E+04   0.3613621E-02   0.1288514E+04
   0.1447364E+01   0.5243681E-03   0.1778654E+04   0.1065341E+05   0.4353014E+04   0.4058441E-02   0.1327243E+04
   0.1448675E+01   0.5247374E-03   0.1778722E+04   0.1066524E+05   0.4355513E+04   0.4046224E-02   0.1326222E+04
   0.1447327E+01   0.5243576E-03   0.1778652E+04   0.1065308E+05   0.4352943E+04   0.4058789E-02   0.1327272E+04
   0.1412288E+01   0.5145357E-03   0.1776523E+04   0.1033783E+05   0.4285486E+04   0.4401584E-02   0.1355035E+04
   0.1483469E+01   0.5345902E-03   0.1780254E+04   0.1097993E+05   0.4421206E+04   0.3736882E-02   0.1299582E+04
   0.1452431E+01   0.5257964E-03   0.1778914E+04   0.1069913E+05   0.4362663E+04   0.4011457E-02   0.1323304E+04
   0.1403004E+01   0.5119496E-03   0.1775859E+04   0.1025457E+05   0.4267397E+04   0.4497898E-02   0.1362548E+04
   0.1429993E+01   0.5194864E-03   0.1777672E+04   0.1049692E+05   0.4319731E+04   0.4224390E-02   0.1340891E+04
   0.1467486E+01   0.5300525E-03   0.1779617E+04   0.1083518E+05   0.4391182E+04   0.3875481E-02   0.1311711E+04
   0.1487524E+01   0.5357447E-03   0.1780398E+04   0.1101671E+05   0.4428784E+04   0.3702627E-02   0.1296533E+04
   0.1494021E+01   0.5375970E-03   0.1780614E+04   0.1107567E+05   0.4440890E+04   0.3648494E-02   0.1291673E+04
   0.1407863E+01   0.5133022E-03   0.1776212E+04   0.1029813E+05   0.4276875E+04   0.4447192E-02   0.1358608E+04
   0.1491789E+01   0.5369601E-03   0.1780542E+04   0.1105540E+05   0.4436734E+04   0.3666993E-02   0.1293340E+04
   0.1429784E+01   0.5194278E-03   0.1777659E+04   0.1049504E+05   0.4319329E+04   0.4226433E-02   0.1341056E+04
   0.1405703E+01   0.5127006E-03   0.1776056E+04   0.1027876E+05   0.4272664E+04   0.4469658E-02   0.1360358E+04
   0.1449613E+01   0.5250018E-03   0.1778771E+04   0.1067370E+05   0.4357301E+04   0.4037507E-02   0.1325492E+04
   0.1485086E+01   0.5350504E-03   0.1780313E+04   0.1099459E+05   0.4424230E+04   0.3723181E-02   0.1298365E+04
   0.1474372E+01   0.5320050E-03   0.1779905E+04   0.1089750E+05   0.4404149E+04   0.3815058E-02   0.1306463E+04
   0.1453935E+01   0.5262208E-03   0.1778989E+04   0.1071271E+05   0.4365523E+04   0.3997628E-02   0.1322138E+04
   0.1462978E+01   0.5287760E-03   0.1779417E+04   0.1079441E+05   0.4382665E+04   0.3915640E-02   0.1315166E+04
   0.1430762E+01   0.5197020E-03   0.1777718E+04   0.1050383E+05   0.4321211E+04   0.4216884E-02   0.1340282E+04
   0.1444586E+01   0.5235856E-03   0.1778506E+04   0.1062835E+05   0.4347711E+04   0.4084478E-02   0.1329411E+04
   0.1430464E+01   0.5196185E-03   0.1777701E+04   0.1050116E+05   0.4320638E+04   0.4219788E-02   0.1340518E+04
   0.1485924E+01   0.5352890E-03   0.1780342E+04   0.1100219E+05   0.4425796E+04   0.3716101E-02   0.1297735E+04
   0.1497341E+01   0.5385447E-03   0.1780718E+04   0.1110582E+05   0.4447059E+04   0.3621184E-02   0.1289201E+04
   0.1442204E+01   0.5229152E-03   0.1778377E+04   0.1060688E+05   0.4343158E+04   0.4106951E-02   0.1331274E+04
   0.1426261E+01   0.5184407E-03   0.1777442E+04   0.1046335E+05   0.4312539E+04   0.4261053E-02   0.1343853E+04
   0.1487953E+01   0.5358668E-03   0.1780413E+04   0.1102060E+05   0.4429584E+04   0.3699027E-02   0.1296212E+04
   0.1407646E+01   0.5132416E-03   0.1776196E+04   0.1029618E+05   0.4276451E+04   0.4449450E-02   0.1358784E+04
   0.1425034E+01   0.5180971E-03   0.1777365E+04   0.1045231E+05   0.4310171E+04   0.4273189E-02   0.1344829E+04
   0.1478590E+01   0.5332027E-03   0.1780072E+04   0.1093570E+05   0.4412067E+04   0.3778585E-02   0.1303266E+04
   0.1452005E+01   0.5256762E-03   0.1778892E+04   0.1069529E+05   0.4361853E+04   0.4015381E-02   0.1323634E+04
   0.1461864E+01   0.5284609E-03   0.1779367E+04   0.1078434E+05   0.4380558E+04   0.3925635E-02   0.1316021E+04
   0.1403905E+01   0.5122003E-03   0.1775925E+04   0.1026265E+05   0.4269156E+04   0.4488446E-02   0.1361816E+04
   0.1445604E+01   0.5238724E-03   0.1778561E+04   0.1063754E+05   0.4349656E+04   0.4074911E-02   0.1328615E+04
   0.1409166E+01   0.5136651E-03   0.1776305E+04   0.1030981E+05   0.4279412E+04   0.4433714E-02   0.1357555E+04
   0.1464206E+01   0.5291237E-03   0.1779473E+04   0.1080552E+05   0.4384988E+04   0.3904648E-02   0.1314223E+04
   0.1484013E+01   0.5347451E-03   0.1780274E+04   0.1098486E+05   0.4422224E+04   0.3732263E-02   0.1299172E+04
   0.1468467E+01   0.5303303E-03   0.1779660E+04   0.1084405E+05   0.4393031E+04   0.3866809E-02   0.1310961E+04
   0.1463040E+01   0.5287935E-03   0.1779420E+04   0.1079497E+05   0.4382782E+04   0.3915085E-02   0.1315118E+04
   0.1437697E+01   0.5216483E-03   0.1778125E+04   0.1056627E+05   0.4334529E+04   0.4149856E-02   0.1334811E+04
   0.1448178E+01   0.5245972E-03   0.1778696E+04   0.1066075E+05   0.4354565E+04   0.4050856E-02   0.1326609E+04
   0.1435389E+01   0.5210002E-03   0.1777992E+04   0.1054549E+05   0.4330103E+04   0.4172022E-02   0.1336627E+04
   0.1474855E+01   0.5321421E-03   0.1779925E+04   0.1090188E+05   0.4405056E+04   0.3810861E-02   0.1306096E+04
   0.1408568E+01   0.5134985E-03   0.1776262E+04   0.1030445E+05   0.4278248E+04   0.4439896E-02   0.1358038E+04
   0.1422904E+01   0.5175010E-03   0.1777230E+04   0.1043316E+05   0.4306058E+04   0.4294342E-02   0.1346526E+04
   0.1493324E+01   0.5373981E-03   0.1780592E+04   0.1106934E+05   0.4439593E+04   0.3654258E-02   0.1292193E+04
   0.1478066E+01   0.5330540E-03   0.1780051E+04   0.1093096E+05   0.4411085E+04   0.3783089E-02   0.1303662E+04
   0.1443237E+01   0.5232061E-03   0.1778433E+04   0.1061620E+05   0.4345135E+04   0.4097179E-02   0.1330465E+04
   0.1489024E+01   0.5361721E-03   0.1780450E+04   0.1103032E+05   0.4431583E+04   0.3690047E-02   0.1295409E+04
   0.1424907E+01   0.5180616E-03   0.1777358E+04   0.1045117E+05   0.4309926E+04   0.4274444E-02   0.1344930E+04
   0.1400949E+01   0.5113780E-03   0.1775706E+04   0.1023615E+05   0.4263379E+04   0.4519548E-02   0.1364221E+04
   0.1434844E+01   0.5208471E-03   0.1777960E+04   0.1054058E+05   0.4329056E+04   0.4177281E-02   0.1337057E+04
   0.1451388E+01   0.5255022E-03   0.1778861E+04   0.1068972E+05   0.4360679E+04   0.4021078E-02   0.1324113E+04
   0.1441958E+01   0.5228461E-03   0.1778363E+04   0.1060466E+05   0.4342688E+04   0.4109279E-02   0.1331467E+04
   0.1442843E+01   0.5230951E-03   0.1778412E+04   0.1061264E+05   0.4344381E+04   0.4100905E-02   0.1330773E+04
   0.1484163E+01   0.5347878E-03   0.1780279E+04   0.1098622E+05   0.4422505E+04   0.3730991E-02   0.1299059E+04
   0.1461204E+01   0.5282743E-03   0.1779336E+04   0.1077837E+05   0.4379309E+04   0.3931570E-02   0.1316529E+04
   0.1453047E+01   0.5259701E-03   0.1778945E+04   0.1070469E+05   0.4363835E+04   0.4005788E-02   0.1322827E+04
   0.1418440E+01   0.5162529E-03   0.1776940E+04   0.1039306E+05   0.4297421E+04   0.4339071E-02   0.1350094E+04
   0.1417413E+01   0.5159660E-03   0.1776871E+04   0.1038383E+05   0.4295432E+04   0.4349436E-02   0.1350917E+04
   0.1485517E+01   0.5351731E-03   0.1780328E+04   0.1099850E+05   0.4425036E+04   0.3719536E-02   0.1298041E+04
   0.1412691E+01   0.5146479E-03   0.1776551E+04   0.1034144E+05   0.4286268E+04   0.4397465E-02   0.1354711E+04
   0.1481751E+01   0.5341013E-03   0.1780191E+04   0.1096435E+05   0.4417990E+04   0.3751509E-02   0.1300877E+04
   0.1411016E+01   0.5141808E-03   0.1776435E+04   0.1032641E+05   0.4283012E+04   0.4414646E-02   0.1356061E+04
   0.1443628E+01   0.5233160E-03   0.1778455E+04   0.1061972E+05   0.4345881E+04   0.4093497E-02   0.1330159E+04
   0.1404215E+01   0.5122866E-03   0.1775948E+04   0.1026543E+05   0.4269762E+04   0.4485196E-02   0.1361564E+04
   0.1457252E+01   0.5271572E-03   0.1779150E+04   0.1074266E+05   0.4371820E+04   0.3967331E-02   0.1319574E+04
   0.1480447E+01   0.5337308E-03   0.1780142E+04   0.1095254E+05   0.4415550E+04   0.3762643E-02   0.1301861E+04
   0.1472071E+01   0.5313521E-03   0.1779811E+04   0.1087667E+05   0.4399821E+04   0.3835128E-02   0.1308213E+04
   0.1487535E+01   0.5357478E-03   0.1780399E+04   0.1101681E+05   0.4428804E+04   0.3702534E-02   0.1296525E+04
   0.1426511E+01   0.5185106E-03   0.1777458E+04   0.1046559E+05   0.4313021E+04   0.4258590E-02   0.1343654E+04
   0.1457660E+01   0.5272726E-03   0.1779170E+04   0.1074635E+05   0.4372594E+04   0.3963619E-02   0.1319259E+04
   0.1442344E+01   0.5229548E-03   0.1778385E+04   0.1060814E+05   0.4343427E+04   0.4105620E-02   0.1331164E+04
   0.1496386E+01   0.5382720E-03   0.1780689E+04   0.1109715E+05   0.4445286E+04   0.3629016E-02   0.1289911E+04
